id,Publication Year,First Author,Authors,Publication Title,Summary,Database,DOI,URL,Title,Abstract,Abstract2,Exclude_JGE,Reason_ID_JGE,Exclude_MS,Reason_ID_MS,Exclude_GC,Reason_ID_GC,Review_GC,Comments_GC,Exclude_FINAL,Reason_ID_FINAL
149,2011,"Poynter, B.","Poynter, Brittany A.; Hunter, Jon J.; Coverdale, John H.; Kempinsky, Cheryl A.",General Hospital Psychiatry,,PubMed,10.1016/j.genhosppsych.2011.06.011,,Hard To Swallow: A Systematic Review Of Deliberate Foreign Body Ingestion,"Objective: Deliberate Foreign Body Ingestion (Dfbi) Is Often Impulsively Driven, Repetitive And Refractory To Intervention And Frequently Necessitates Multiple  Medical Interventions. As Such, The Frustrations Among Health Care Providers Are  Great, And The Financial Toll On Health Care Is Significant. Nevertheless, The  Literature On Dfbi Is Sparse, And Suggestions For Treatment Planning And  Management Are Limited. The Authors Sought To Investigate And Uncover Efficacious  Treatments And Strategies For Preventing Reoccurrence In Dfbi. We Build On  Earlier Work By Offering Both Broad And Diagnosis-Specific Management Strategies.  Method: A Literature Review Was Performed Addressing The Presentation, Management  And Prevention Of Reoccurrences Of Dfbi. Four Cases Of Dfbi Are Presented  Illustrating Those Psychiatric Diagnoses (Psychosis, Malingering,  Obsessive-Compulsive Disorder And Borderline Personality Disorder) Most  Frequently Encountered In Hospital Practice. Both Broad And Specific Treatment  Approaches Are Presented. Results: Patients Engaging In Dfbi Are Best Managed  Through A Multidisciplinary Approach, Following Acute Medical Management.  Successful Strategies For The Prevention Of Reoccurrences Of Dfbi Are  Inconclusive. Conclusion: Understanding The Function Of This Behavior Is Critical  In Developing Treatment For Patients Who Engage In These Dangerous, Potentially  Life-Threatening, Self-Injurious Behaviors. An Amalgam Of Medical,  Pharmacological And Cognitive-Behavioral Interventions Is Recommended, As Is  Additional Research.",,False,,,,,,,,False,
151,2011,"Mirza, B.","Mirza, Bilal; Ijaz, Lubna; Sheikh, Afzal",Journal Of Indian Association Of Pediatric Surgeons,,PubMed,10.4103/0971-9261.83493,,Decorative Crystal Balls Causing Intestinal Perforation,"Crystal Jelly Balls Are Used For Decorative Purpose In Homes And Offices. They Swell On Contact With Water. We Managed A Patient With A Clinical Diagnosis Of  Acute Abdomen. At Surgery, There Was Fecal Peritonitis And Three Ileal  Perforations Caused By Previously Ingested Decorative Crystal Balls.",,False,,,,,,,,False,
152,2011,"Lee, J.","Lee, Ji Hyuk; Lee, Jong Seung; Kim, Mi Jin; Choe, Yon Ho",Pediatric Emergency Care,,PubMed,10.1097/pec.0b013e318213131a,,Initial Location Determines Spontaneous Passage Of Foreign Bodies From The Gastrointestinal Tract In Children,"Objective: The Purpose Of This Study Was To Follow The Natural Course Of Spontaneous Passage (Sp) Of Ingested Foreign Bodies (Fbs) In Children. Methods:  The Medical Records Of 249 Patients Who Ingested Fbs Were Reviewed. In Addition,  They Were Studied By Telephone Questionnaires To Follow Up Spontaneously Passed  Fb. The Factors Associated With Sp Such As Age, The Type, Size, And Initial  Location Of The Fbs Were Analyzed. Results: Foreign Bodies Were Spontaneously  Passed In 145 Patients (58.2%), Endoscopic Removal Was Performed In 100 Patients  (40.2%), And Operative Removal Was Performed In 4 Patients (1.6%). Most Sp Fbs  Were Passed Within 5 Days. The Sp Rates (Sprs) According To The Initial Location  Were The Following: 12.2% For The Esophagus (P<0.0001), 71.4% For The Stomach,  85.7% For The Small Bowel, And 96.4% For The Colon. There Was No Significant  Difference In The Spr According To Age. When Coins And Disk Batteries That  Required Early Endoscopic Removal Were Excluded, The Spr Was 63.4% For Fbs Less  Than 10 Mm, 80.4% For Fbs 10 To 20 Mm, 72.8% For Fbs 20 To 30 Mm, And 50.0% For  Fbs More Than 30 Mm (P=0.091). The Initial Location Of The Fb (Odds Ratio, 33.7;  95% Confidence Interval, 14.4-79.0) And The Size Of The Fb (Odds Ratio, 3.5; 95%  Confidence Interval, 1.0-11.6) Were Independent Predictors Of Sp By Multivariate  Analysis. Conclusions: Most Fbs In The Gastrointestinal Tract Are Spontaneously  Passed Without Complication, And The Initial Location Of Fbs Was Found To Be The  Main Determining Factor For Spr. Ingested Fbs, In Children, Even Sharp Or  Relatively Large Fbs, Can Be Spontaneously Passed When They Are Located Below The  Esophagus.",,False,,,,,,,,False,
155,2011,"Hsu..., M.","Md Catherine Lewis, Hk Hsu...",Journal Of The National ...,"MD Catherine Lewis, HK Hsu... - Journal of the National ..., 2011 - search.proquest.com",Google Scholar,10.1016/s0027-9684(15)30390-4 ,https://search.proquest.com/openview/815872143532a70e197510bb0f49cc93/1?pq-origsite=gscholar&cbl=36588,Aspiration Of Foreign Bodies In Adults With Personality Disorders: Impact On Diagnosis And Recurrence,"Most Cases Of Foreign-Body Aspiration Are Accidental Events In Children, Whereas The Majority Of Adults Will Have Neurological Dysfunction, Trauma, Alcohol Abuse, Or Psychological ...","Most cases of foreign-body aspiration are accidental events
in children, whereas the majority of adults will have neu-
rological dysfunction, trauma, alcohol abuse, or psycho-
logical disorders. 1 Much has been written about psychiat-
ric patients engaging in self-mutilation such as cutting and
burning, but little is recorded about deliberate aspiration of
objects in these patients, who clinically can be separated
into 4 groups: (1) malingering, (2) psychosis, (3) pica, and (4)
personality disorders. The immediate psychological gain for
these patients is unclear, as the act is insidious with no evi-
dence of intentional harm or immediate danger. Thus, they
are considered as being parasuicidal events designed to
diminish other psychological processes. 2 Aspirated objects
that are not immediately dislodged by coughing, chok-
ing, or gagging require surgical intervention. Most of these
patients usually come to the attention of a psychiatrist, but
such intervention does not prevent recurrences. We discuss
a schizophrenic patient who aspirated multiple coins while
under psychiatric treatment for prior episodes of aspiration
of coins, ingestion of objects, and insertion of others in his
urethra and rectum, while also reviewing some of the diag-
nostic and therapeutic challenges inherent in the manage-
ment of these patients.",False,,False,,,,,,False,
157,2011,"Goins, J.","Goins, Jeanne L.; Evans, Adele K.",International Journal Of Pediatric Otorhinolaryngology,,PubMed,10.1016/j.ijporl.2011.09.006,,Retrieval Of A Penny From The Pediatric Esophagus: A Cost Analysis,"Objective: As Part Of The Oral Phase Of Development, Children Commonly Ingest Foreign Bodies. The Most Common Lodged Foreign Body, Requiring Operative Removal,  In The United States Is The Penny. Valued At 1 Cent, Comprised Of Materials  Valued At Less Than 1 Cent, Costing 1.62 Cents To Manufacture, And Being Never  Removed From Circulation, Pennies Are Aplenty. But Ingestion Can Lead To Mucosal  Damage, The Consequences Of Which Can Be Esophageal Perforation Or Stricture  Formation. We Hypothesize That The Monetary Value Of The Penny Is Far Less Than  The Cost Of Its Ingestion And Removal. This Quality Assurance Study Examines The  Effect Of The Penny On The Purse. Patients And Methods: This Retrospective Review  Identified 180 Foreign Bodies In Children Under The Age Of 18 Over A Five Year  Period. Eighty-Two Were Pennies. Operative Notes Revealed Degree Of Injury.  Hospital Charge Assessments Revealed The ""Cost"" Of Each Visit. Results: There  Were No Esophageal Perforations, And Cases Were Divided Evenly Among Injury  Grades 0-Iii. The Average Total Charge For All Penny-Related Injuries Was  $7164.78. Conclusions: The Purpose Was To Examine The Actual Cost Of A Penny  (More Than Its Value In Production) And The Potential Cost Of Its Damage  (Thousands Of Dollars In Measurable Costs, Untold Immeasurable Costs). The Goal  Of This Study Is To Draw Healthcare Professional And Public Attention To A  Potentially Serious And Yet Highly Preventable Injury In Young Children.",,False,,,,,,,,False,
160,2011,"Cappello, M.",M Cappello,,M Cappello - 2011 - books.google.com,Google Scholar,10.1001/jama.2011.393,https://jamanetwork.com/journals/jama/article-abstract/895999,"Swallow: Foreign Bodies, Their Ingestion, Inspiration, And The Curious Doctor Who Extracted Them",Product Description An American Half-Dollar. A Beaded Crucifix. Tooth Roots Shaped Like A Tiny Pair Of Pants. A Padlock. Scads Of Peanut Kernels And Scores Of Safety Pins. A Metallic Letter ...,"Swallow describes the extraordinary personal and professional life of Chevalier Jackson (1865-1958), one of America's preeminent laryngologists. He was a clinician, endoscopy pioneer, teacher, author, artist, and instrument-maker. Author Mary Cappello points out that Before Jackson's instruments and techniques, only two patients out of one hundred might successfully cough up, regurgitate, or excrete a foreign body, and surgery resulted in death in 98 percent of all cases and that Jackson developed over five thousand instruments and saved as many lives. Amazingly, he removed ingested or aspirated foreign bodies without the use of anesthesia.",False,,,,,,,,False,
161,2011,"Caliskan, C.","Caliskan, Cemil; Makay, Ozer; Firat, Ozgur; Can Karaca, A.; Akgun, Erhan; Korkut, Mustafa A.",Surgery Today,,PubMed,10.1007/s00595-009-4362-5,,Foreign Bodies In The Rectum: An Analysis Of 30 Patients,"Purpose: A Foreign Body In The Rectum Is A Rare Clinical Entity. These Foreign Bodies Can Be Classified Under Two Major Groups: The Ones That Are Inserted From  The Anus And The Ones That Are Swallowed And Thereafter Become Stuck In The  Rectum. Methods: Data Of Patients Admitted With A Foreign Body In The Rectum  Between 1988 And 2008 Were Retrospectively Analyzed. A Total Of 30 Patients Were  Reviewed. Results: The Most Common Reason For A Foreign Body In The Rectum Was  Insertion For Erotic Purposes, Which Was Seen In 19 Of The 30 Patients. All These  Patients Were Male. The Remaining 11 Patients Reported Nonerotic Causes. The Most  Efficient And Implemented Therapeutic Method Was Simple Extraction During The  First Examination. Conclusions: The Most Common Reason For A Foreign Body In The  Rectum Is Insertion For Erotic Purposes. The First Target Of Therapy Should Be  Extraction Of The Foreign Body Using The Simplest Method Possible. Meanwhile,  Protecting The Integrity Of The Intestine Is Of The Utmost Importance. The Care  For Maintaining The Integrity Of The Rectum Should Include An Evaluation Of The  Patient'S Psychological Status.",,False,,,,,,,,False,
162,2011,"Kocierz, L.","Kocierz, L.; Leung, E.; Thumbe, V.",Journal Of Surgical Case Reports,,PubMed,10.1093/jscr/2011.10.4,,An Unusual Cause Of Perianal Fistula,"Anal Pain Is A Common Presentation In Colorectal Clinic. Accurate Diagnosis Often Requires Examination Under Anaesthesia As Pain Prevents Careful Assessment. This  Report Intends To Highlight A Rare Cause Of A Superficial Perianal Fistula Caused  By An Ingested Foreign Body. A 36-Year-Old Afro-Caribbean Gentleman Underwent  Examination Under Anaesthesia Of Rectum. He Had A 2-Week History Of Perianal Pain  And Discharge. Intra-Operatively, A Piece Of Bone From A Pork Spare Rib Was Found  Embedded Within The Superficial Subcutaneous Fistula. There Was An Associated  Abscess Cavity Adjacent To The Fistula, Which Was Curetted. The Fistula Was Laid  Open And The Bone Was Removed. The Cavity Was Successfully Left To Heal By  Secondary Intention. Ingested Foreign Body Is A Very Unusual Cause Of Perianal  Sepsis And Subsequent Fistula Formation. Incision And Drainage Of The Abscess  Along With Removal Of Foreign Body Is The Key To Immediate Pain Relief And Cure.",,False,,,,,,,,False,
164,2012,"Park, S.","Park, Sin Youl; Woo, Jungmin; Park, Jeong Bae; Rim, Hyo-Deog","Clinical Toxicology (Philadelphia, Pa.)",,PubMed,10.3109/15563650.2012.663919,,Intentional Ingestion Of Cyanoacrylate,,,False,,,,,,,,False,
166,2012,"Saito, J.","Saito, Jacqueline M.",Current Opinion In Pediatrics,,PubMed,10.1097/mop.0b013e328352704e,,Beyond Appendicitis: Evaluation And Surgical Treatment Of Pediatric Acute Abdominal Pain,"Purpose Of Review: Evaluation Of The Child With Acute Abdominal Pain Is Challenging Because Of The Wide Range Of Potential Diagnoses. Presenting  Symptoms, Clinical Examination, And Laboratory Findings Can Guide Selection Of  Diagnostic Imaging. Recent Findings: Intussusception And Intestinal Malrotation  Are Potentially Serious Causes Of Intestinal Obstruction, Which Are Best  Evaluated By Ultrasound And Upper Gastrointestinal Series, Respectively.  Ultrasound Has Diagnostic Importance In The Evaluation Of Multiple Diseases,  Including Appendicitis, By Potentially Decreasing The Need For Inpatient  Observation, Cholecystitis And Complications Of Gall Stones Such As Pancreatitis,  And Ovarian Diseases. Pelvic Inflammatory Disease Should Be Considered In  Evaluation Of A Teenage Girl With Lower Abdominal Pain. Less Common Causes Of  Acute Abdominal Pain Include Ingested Foreign Bodies, Infected Congenital  Anomalies, And Perforated Peptic Ulcer Disease. Summary: Presenting Symptoms And  Physical Examination Findings Can Narrow The Number Of Potential Diagnoses In  Pediatric Acute Abdominal Pain And Thereby Guide Diagnostic Imaging Selection.  Abdominal/Pelvic Ultrasound, Rather Than Computed Tomography Scan, Is The  Preferred Modality For Initial Evaluation Of Many Potential Causes Of Pediatric  Abdominal Pain.",,False,,,,,,,,False,
168,2012,"Trgo, G.","Trgo, Gorana; Tonkic, Ante; Simunic, Miroslav; Puljiz, Zeljko",Case Reports In Gastroenterology,,PubMed,10.1159/000338839,,Successful Endoscopic Removal Of A Lighter Swallowed 17 Months Before,"The Majority Of Ingested Foreign Bodies Will Pass Safely Through The Gastrointestinal Tract, But Long And Rigid Foreign Bodies Are Associated With An  Increased Risk Of Gastrointestinal Impaction, Perforation And Bleeding. However,  Large Foreign Bodies Which Have Been Swallowed Can Remain Trapped In The Stomach  Over A Longer Period Of Time Without Any Significant Symptoms. This Case Report  Describes The Case Of A 36-Year-Old Man Addicted To Heroin Who Purposefully  Swallowed A Lighter (Double Wrapped In Cellophane) And Presented With Hematemesis  And Melena 17 Months After The Ingestion Of The Foreign Body. The Lighter Was  Successfully Removed Via Flexible Endoscopy Using A Polypectomy Snare. Swallowed  Long And Rigid Foreign Bodies Trapped In The Stomach Over A Long Period Of Time  Always Represent A Special Clinical And Endoscopic Challenge. In Cases Where  Endoscopic Removal Fails, A Laparoscopic Surgical Approach May Be An Alternative.",,False,,,,,,,,False,
169,2012,"Unruh, B.",Unruh B.T.; Nejad S.H.; Stern T.W.; Stern T.A.,Primary Care Companion To The Journal Of Clinical Psychiatry,,SCOPUS,10.4088/pcc.11f01192,,Insertion Of Foreign Bodies Polyembolokoilamania: Underpinnings And Management Strategies,[No Abstract Available],,False,,,,,,,,False,
171,2012,"Tammana, V.","Tammana, V. S.; Valluru, N.; Sanderson, A.",Case Reports In Gastroenterology,,PubMed,10.1159/000346287,,All The Wrong Places: An Unusual Case Of Foreign Body Ingestion And Inhalation,"Intentional Ingestion Of Foreign Bodies Is Common In Psychiatric Patients And Prison Inmates. Timing Of Endoscopy For Ingested Foreign Bodies Varies And  Depends On The Type And Location Of The Foreign Body In The Gastrointestinal  Tract. We Present The Case Of A 26-Year-Old Man Who Was Brought From A  Correctional Facility After Confessing To Have Swallowed A Few Shower Curtain  Hooks. Abdominal X-Ray Done In The Emergency Room Revealed Multiple Foreign  Bodies In The Stomach. An Upper Endoscopy Was Done In The Emergency Room With The  Use Of An Overtube. The First Metal Piece Was Caught By A Snare And Removed With  The Endoscope. All Other Foreign Bodies Which Were Present On The Abdominal X-Ray  Could Not Be Visualized Initially As There Was Retained Food In The Stomach.  After Multiple Attempts, Four Other Foreign Bodies Were Found And Each One Was  Caught By The Forceps And Then The Scope Was Removed With The Forceps Holding The  Foreign Body. There Was An Additional Foreign Body In The Right Mainstem  Bronchus. The Patient Had Coughed Up The Foreign Body And Swallowed It Into The  Gastrointestinal Tract. A Computed Tomography Scan Of Chest And Abdomen Was Done  For Evaluation, Which Showed The Foreign Body In The Cecum. To Our Knowledge,  This Is The First Case Report Of A Patient Intentionally Transferring A Foreign  Body From One Organ System To Another. Colonoscopy Was Done And The Foreign Body  Was Removed Rectally With A Snare Without Any Complications.",,False,,,,,,,,False,
